,,,,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year
Myanmar Demographic and Health Survey (2015-2016),Percentage of Households' use of drinking water by source,Unimproved sources - Urban,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Prevalence of anaemia in women age 15 to 49 years,Female,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Prevalence of anaemia in women age 15 to 49 years,Rural,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Prevalence of anaemia in women age 15 to 49 years,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Prevalence of anaemia in women age 15 to 49 years,Total (20-29 yr-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Prevalence of anaemia in women age 15 to 49 years,Total (30-39 yr-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Prevalence of anaemia in women age 15 to 49 years,Total (40-49 yr-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Prevalence of anaemia in women age 15 to 49 years,Total (breastfeeding women),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Prevalence of anaemia in women age 15 to 49 years,Total (neither pregnant or breastfeeding),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Prevalence of anaemia in women age 15 to 49 years,Total (pregnant women),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Prevalence of anaemia in women age 15 to 49 years,Urban,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Proportion of births attended by skilled health personnel,Rural,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Proportion of births attended by skilled health personnel,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,945,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Proportion of births attended by skilled health personnel,Urban,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Proportion of households which have Mobile phone,Rural,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Proportion of households which have Mobile phone,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Proportion of households which have Mobile phone,Urban,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Proportion of Households with Access to Electricity,Rural,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Proportion of Households with Access to Electricity,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Proportion of Households with Access to Electricity,Urban,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Proportion of infants with low birth weight,Rural,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Proportion of infants with low birth weight,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Proportion of infants with low birth weight,Urban,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Proportion of Population with Access to Improved Sanitation,Rural,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Proportion of Population with Access to Improved Sanitation,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Proportion of Population with Access to Improved Sanitation,Urban,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Receiving vitamin A supplementation in the past 6 months,Female,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Receiving vitamin A supplementation in the past 6 months,Male,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Receiving vitamin A supplementation in the past 6 months,Rural,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Receiving vitamin A supplementation in the past 6 months,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Receiving vitamin A supplementation in the past 6 months,Urban,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Stunting, moderate and severe under five years",Female,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Stunting, moderate and severe under five years",Male,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Stunting, moderate and severe under five years",Rural,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Stunting, moderate and severe under five years",Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Stunting, moderate and severe under five years",Total (6-8 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Stunting, moderate and severe under five years",Total (9-11 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Stunting, moderate and severe under five years",Total (12-17 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Stunting, moderate and severe under five years",Total (18-23 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Stunting, moderate and severe under five years",Total (24-35 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Stunting, moderate and severe under five years",Total (36-47 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Stunting, moderate and severe under five years",Total (48-59 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Stunting, moderate and severe under five years",Total (<6 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Stunting, moderate and severe under five years",Urban,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Stunting, severe under five years",Female,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Stunting, severe under five years",Male,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Stunting, severe under five years",Rural,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Stunting, severe under five years",Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Stunting, severe under five years",Total (6-8 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Stunting, severe under five years",Total (9-11 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Stunting, severe under five years",Total (12-17 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Stunting, severe under five years",Total (18-23 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Stunting, severe under five years",Total (24-35 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Stunting, severe under five years",Total (36-47 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Stunting, severe under five years",Total (48-59 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Stunting, severe under five years",Total (<6 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Stunting, severe under five years",Urban,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Under-five mortality rate,Female,Deaths per 1000 live births,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Under-five mortality rate,Male,Deaths per 1000 live births,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Under-five mortality rate,Rural,Deaths per 1000 live births,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Under-five mortality rate,Total,Deaths per 1000 live births,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,111",,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Under-five mortality rate,Urban,Deaths per 1000 live births,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Wasting, moderate and severe under five years",Female,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Wasting, moderate and severe under five years",Male,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Wasting, moderate and severe under five years",Rural,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Wasting, moderate and severe under five years",Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Wasting, moderate and severe under five years",Total (6-8 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Wasting, moderate and severe under five years",Total (9-11 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Wasting, moderate and severe under five years",Total (12-17 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Wasting, moderate and severe under five years",Total (18-23 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Wasting, moderate and severe under five years",Total (24-35 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Wasting, moderate and severe under five years",Total (36-47 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Wasting, moderate and severe under five years",Total (48-59 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Wasting, moderate and severe under five years",Total (<6 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Wasting, moderate and severe under five years",Urban,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Wasting, severe under five years",Female,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Wasting, severe under five years",Male,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Wasting, severe under five years",Rural,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Wasting, severe under five years",Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Wasting, severe under five years",Total (6-8 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Wasting, severe under five years",Total (9-11 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Wasting, severe under five years",Total (12-17 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Wasting, severe under five years",Total (18-23 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Wasting, severe under five years",Total (24-35 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Wasting, severe under five years",Total (36-47 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Wasting, severe under five years",Total (48-59 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Wasting, severe under five years",Total (<6 month-old),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),"Wasting, severe under five years",Urban,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
UNAIDS Data,Estimated number of adults living with HIV,0-14 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,8,,10,,11,,,,
UNAIDS Data,Estimated number of adults living with HIV,15+ yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,87,,88,,,,
UNAIDS Data,Estimated number of adults living with HIV,15+ yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,140,,140,,,,
UNAIDS Data,Estimated number of adults living with HIV,15+ yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,
UNAIDS Data,Estimated number of adults living with HIV,Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,240,,240,,,,
UNAIDS Data,HIV prevalence rate,15-49 yr Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,
"UNAIDS Global AIDS Update, The response to HIV in Asia and the Pacific",Estimated number of adults living with HIV,Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,,,,,,
"UNAIDS Global AIDS Update, The response to HIV in Asia and the Pacific",HIV prevalence rate,15-49 yr Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
UNAIDS_Progress Report Myanmar,Estimated number of adults living with HIV,Total,In thousand,,,,,,,,,,,,,,,,,,,,,,189,,,,,,,,,,,,,,,,,,
UNAIDS_Progress Report Myanmar,HIV prevalence among low risk groups,Blood donors,Percent,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
UNAIDS_Progress Report Myanmar,HIV prevalence among low risk groups,Military recruits,Percent,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
UNAIDS_Progress Report Myanmar,HIV prevalence among low risk groups,Pregnant women,Percent,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
UNAIDS_Progress Report Myanmar,HIV prevalence among most at risk populations,Female sex workers,Percent,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,
UNAIDS_Progress Report Myanmar,HIV prevalence among most at risk populations,Injecting drug users,Percent,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,
UNAIDS_Progress Report Myanmar,HIV prevalence among most at risk populations,Male STI patients,Percent,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,
UNAIDS_Progress Report Myanmar,HIV prevalence among most at risk populations,Men sex with men,Percent,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,
UNAIDS_Progress Report Myanmar,Number of people receiving ART,Total,Number,,,,,,,,,,,,,,,,,,,,,,"67,643",,,,,,,,,,,,,,,,,,
UNAIDS_Progress Report Myanmar,Number of people receiving community home-based care services,Total,Number,,,,,,,,,,,,,,,,,,,,,,"31,677",,,,,,,,,,,,,,,,,,
UNAIDS_Progress Report Myanmar,Reported HIV cases,Total,Number,,,,,,,,,,,,,,,,,,,,,,"7,100",,,,,,,,,,,,,,,,,,
"UNAIDS_UNGASS Myanmar Country Report, National AIDS Programme",Estimated number of adults living with HIV,Total,In thousand,,,,,,,,,,,,,,,,206,,,,,,,,,,,,,,,,,,,,,,,,
"UNAIDS_UNGASS Myanmar Country Report, National AIDS Programme",HIV prevalence among low risk groups,Pregnant women,Percent,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
"UNAIDS_UNGASS Myanmar Country Report, National AIDS Programme",HIV prevalence among most at risk populations,Female sex workers,Percent,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,
"UNAIDS_UNGASS Myanmar Country Report, National AIDS Programme",HIV prevalence among most at risk populations,Injecting drug users,Percent,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,
"UNAIDS_UNGASS Myanmar Country Report, National AIDS Programme",HIV prevalence among most at risk populations,Men sex with men,Percent,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
"UNAIDS_UNGASS Myanmar Country Report, National AIDS Programme",HIV prevalence rate,15-24 yr Total,Percent,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
"UNAIDS_UNGASS Myanmar Country Report, National AIDS Programme",Number of people receiving ART,Total,Number,,,,,,,,,,,,,,,,"40,128",,,,,,,,,,,,,,,,,,,,,,,,
"UNAIDS_UNGASS Myanmar Country Report, National AIDS Programme",Number of people receiving community home-based care services,Total,Number,,,,,,,,,,,,,,,,"27,717",,,,,,,,,,,,,,,,,,,,,,,,
UNDP_Human Development Report,Adolescent birth rate,Total (women 15-19 yr-old),Per 1000 population,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,29,,,,,,,,,,,
UNDP_Human Development Report,Adolescent Fertility Rate (15-19 yr),Total,Births per 1000 women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,
UNDP_Human Development Report,Age dependency ratio,Total,Percent,,,,,,,,,,,,,,,,44,,,43,,,,,,,,,,,,,,,,,,,,,
UNDP_Human Development Report,Antenatal care coverage for at least one visit (ANC),Total,Percent,,,,,,,81,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNDP_Human Development Report,Carbon dioxide emissions per capita,Total,Metric tons,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,0,,,,1,,,,,,
UNDP_Human Development Report,Child dependency ratio,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,
UNDP_Human Development Report,Contraceptive prevalence rate - any method,15-49 yr Female,Percent,,,,,,,52,52,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNDP_Human Development Report,Death rate associated with malaria,Total,"Per 100,000 population",,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,
UNDP_Human Development Report,Death rate associated with tuberculosis,Total,"Per 100,000 population",,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,
UNDP_Human Development Report,Employment-to-population ratio,15+ yr Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,
UNDP_Human Development Report,Gender Inequality Index,Value,Number,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,0,,,,,0,,0,,0,,,,
UNDP_Human Development Report,Gender-related development index,Value,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
UNDP_Human Development Report,HIV prevalence rate,15-24 yr Female,Percent,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
UNDP_Human Development Report,HIV prevalence rate,15-24 yr Male,Percent,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
UNDP_Human Development Report,HIV prevalence rate,15-49 yr Total,Percent,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
UNDP_Human Development Report,Human development index,Total,Index,,,,,,,,,,,,,,,,0,,,1,,,1,,,1,,1,,,,,1,,1,,1,,,,
UNDP_Human Development Report,Incidence of malaria,Total,Per 1000 population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,
UNDP_Human Development Report,Incidence of tuberculosis,Total,"Per 100,000 population",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,,,,,,,,,,
UNDP_Human Development Report,Infant mortality rate,Total,Deaths per 1000 live births,,,,,,,,,,,,,,,,,,,41,,,,,,,,40,,,40,,,,,,,,,,
UNDP_Human Development Report,Internally displaced persons,Total,In thousand,,,,,,,,,,,,,,,,,,,498,,,,,,,,644,,,,,635,,,,,,,,
UNDP_Human Development Report,Internet users,Total,Per 100 population,,,,,,,,,,,,,,,,,,,1,,,,,,,,22,,,25,,,,,,,,,,
UNDP_Human Development Report,Labour force participation rate,15-64 yr Female,Percent,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,
UNDP_Human Development Report,Labour force participation rate,15-64 yr Male,Percent,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,
UNDP_Human Development Report,Labour force participation rate,15+ yr Female,Percent,,,,,,,,,,,,,,,,,,,86,,,75,,,,,75,,,,,51,,48,,48,,,,
UNDP_Human Development Report,Labour force participation rate,15+ yr Male,Percent,,,,,,,,,,,,,,,,,,,83,,,82,,,,,81,,,,,80,,77,,77,,,,
UNDP_Human Development Report,Land area covered by forest,Total,Percent,,,,,,,,,,,,,,,,48,,,48,,,,,,,,89,,,44,,,,,,,,,,
UNDP_Human Development Report,Life expectancy at birth,Female,Years,,,,,,,,,,,,,,,,,,,,,,67,,,,,68,,,,,69,,70,,70,,,,
UNDP_Human Development Report,Life expectancy at birth,Male,Years,,,,,,,,,,,,,,,,,,,,,,63,,,,,64,,,,,64,,64,,64,,,,
UNDP_Human Development Report,Life expectancy at birth,Total,Years,,,,,,,,,,,,,,,,65,,,66,,,65,,,,,66,,,,,67,,67,,67,,,,
