month_of_implementation,donor,reporting_organization_type,implementing_partner_type,state,township,village_tract_town,village_ward,idp_camp_site_name,specify_location,location_combined,location_type,rural_or_urban,humanitarian_or_development,response_plan_if_project_under_fts,project_code,activity,activity_description,was_nutrition_mainstreamed_in_activity,fsc_objectives,hrp_indicator,activity_status,conditionality,frequency,delivery_modality,type_of_in_kind_assistance,unit,quantity,total_value,value_per_household,value_per_individual,currency,value_per_household_usd,cash_delivery_mechanism,food_insecurity_status,food_security_indicator_used,evidence,beneficiary_type,child_male,child_female,adult_male,adult_female,elderly_male,elderly_female,reached_households,reached_beneficiaries,new_beneficiaries,people_with_disability_male,people_with_disability_female,total_number_of_people_with_disability,comments,cluster_name,country,admin1_pcode,admin2_pcode,admin3_pcode,adm1_3,adm3_4,org_code,report_org_code,location,date,admin4_pcode,total_value_usd,admin3_pcode_old
January 2022,NA,UN agency,INGO,Rakhine,Buthidaung,Mee Chaung Zay,Bo Gyi Chaung,NA,NA,"Mee Chaung ZayBo Gyi Chaungfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,2.29039986,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,67,73,NA,NA,25,140,140,1.4,2.1,3.5,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Mee Chaung Zay,org_5677,org_2690,Bo Gyi Chaung,2022-01-01,MMR012010018,NA,MMR012010
January 2022,NA,UN agency,INGO,Rakhine,Buthidaung,Mee Chaung Zay,Hpaw Tay Ahr Li,NA,NA,"Mee Chaung ZayHpaw Tay Ahr Lifood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,4.253599739999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,125,135,NA,NA,46,260,260,2.6,3.9,6.5,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Mee Chaung Zay,org_5677,org_2690,Hpaw Tay Ahr Li,2022-01-01,MMR012010018,NA,MMR012010
January 2022,NA,UN agency,INGO,Rakhine,Buthidaung,Mee Chaung Zay,Khaik Mu Ra,NA,NA,"Mee Chaung ZayKhaik Mu Rafood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,1.79959989,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,53,57,NA,NA,19,110,110,1.1,1.65,2.75,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Mee Chaung Zay,org_5677,org_2690,Khaik Mu Ra,2022-01-01,MMR012010018,NA,MMR012010
January 2022,NA,UN agency,INGO,Rakhine,Buthidaung,Mee Chaung Zay,Mar Zi,NA,NA,"Mee Chaung ZayMar Zifood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,0.47443997100000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,14,15,NA,NA,5,29,29,0.29,0.435,0.725,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Mee Chaung Zay,org_5677,org_2690,Mar Zi,2022-01-01,MMR012010018,NA,MMR012010
January 2022,NA,UN agency,INGO,Rakhine,Buthidaung,Mee Chaung Zay,Mee Chaung Zay,NA,NA,"Mee Chaung ZayMee Chaung Zayfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,12.43359924,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,365,395,NA,NA,133,760,760,7.6,11.4,19,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Mee Chaung Zay,org_5677,org_2690,Mee Chaung Zay,2022-01-01,MMR012010018,NA,MMR012010
January 2022,NA,UN agency,INGO,Rakhine,Buthidaung,Mee Chaung Zay,Ywar Thit,NA,NA,"Mee Chaung ZayYwar Thitfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,2.45399985,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,72,78,NA,NA,26,150,150,1.5,2.25,3.75,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Mee Chaung Zay,org_5677,org_2690,Ywar Thit,2022-01-01,MMR012010018,NA,MMR012010
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Say Oe Kya,Say Oe Kya,NA,NA,"Say Oe KyaSay Oe Kyafood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,33.374397959999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,979,1061,NA,NA,358,2040,2040,20.4,30.6,51,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Say Oe Kya,org_8004,org_2690,Say Oe Kya,2022-01-01,MMR012010059,NA,MMR012010
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Say Oe Kya,Tha Zin Taw,NA,NA,"Say Oe KyaTha Zin Tawfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,24.212798520000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,710,770,NA,NA,260,1480,1480,14.8,22.2,37,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Say Oe Kya,org_8004,org_2690,Tha Zin Taw,2022-01-01,MMR012010059,NA,MMR012010
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Say Oe Kya,Wa Ra Kyun,NA,NA,"Say Oe KyaWa Ra Kyunfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,26.993998349999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,792,858,NA,NA,289,1650,1650,16.5,24.75,41.25,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Say Oe Kya,org_8004,org_2690,Wa Ra Kyun,2022-01-01,MMR012010059,NA,MMR012010
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Tha Yet Kin Ma Nu,Kyet Mauk Taung,NA,NA,"Tha Yet Kin Ma NuKyet Mauk Taungfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,13.905999149999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,408,442,NA,NA,149,850,850,8.5,12.75,21.25,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Tha Yet Kin Ma Nu,org_3486,org_2690,Kyet Mauk Taung,2022-01-01,MMR012010031,NA,MMR012010
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Tha Yet Kin Ma Nu,Tha Yet Kin Ma Nu,NA,NA,"Tha Yet Kin Ma NuTha Yet Kin Ma Nu food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,13.57879917,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,398,432,NA,NA,146,830,830,8.3,12.45,20.75,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Tha Yet Kin Ma Nu,org_3486,org_2690,Tha Yet Kin Ma Nu,2022-01-01,MMR012010031,NA,MMR012010
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Tha Yet Kin Ma Nu,War Khoke Chaung (NaTaLa),NA,NA,"Tha Yet Kin Ma NuWar Khoke Chaung (NaTaLa)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,6.216799620000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,182,198,NA,NA,67,380,380,3.8,5.7,9.5,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Tha Yet Kin Ma Nu,org_3486,org_2690,War Khoke Chaung (NaTaLa),2022-01-01,MMR012010031,NA,MMR012010
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Tha Yet Kin Ma Nu,Washila Para,NA,NA,"Tha Yet Kin Ma NuWashila Parafood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,4.08999975,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,120,130,NA,NA,44,250,250,2.5,3.75,6.25,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Tha Yet Kin Ma Nu,org_3486,org_2690,Washila Para,2022-01-01,MMR012010031,NA,MMR012010
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Tha Yet Pyin,Sha Kay Ywa,NA,NA,"Tha Yet PyinSha Kay Ywafood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,15.721959038999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,461,500,NA,NA,169,961,961,9.61,14.415,24.025,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Tha Yet Pyin,org_3486,org_2690,Sha Kay Ywa,2022-01-01,MMR012010049,NA,MMR012010
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Tha Yet Pyin,Tha Yet Pyin (Rakhine),NA,NA,"Tha Yet PyinTha Yet Pyin (Rakhine)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,4.5153597240000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,132,144,NA,NA,48,276,276,2.76,4.14,6.9,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Tha Yet Pyin,org_3486,org_2690,Tha Yet Pyin (Rakhine),2022-01-01,MMR012010049,NA,MMR012010
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Tha Yet Pyin,Yae Chan Pyin,NA,NA,"Tha Yet PyinYae Chan Pyinfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,13.382479182,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,393,425,NA,NA,144,818,818,8.18,12.27,20.45,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Tha Yet Pyin,org_3486,org_2690,Yae Chan Pyin,2022-01-01,MMR012010049,NA,MMR012010
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Tha Yet Pyin,Ywa Thit,NA,NA,"Tha Yet PyinYwa Thitfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,10.14319938,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,298,322,NA,NA,109,620,620,6.2,9.3,15.5,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Tha Yet Pyin,org_3486,org_2690,Ywa Thit,2022-01-01,MMR012010049,NA,MMR012010
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Thay Kan Gwa Son,Gaung Gyi,NA,NA,"Thay Kan Gwa SonGaung Gyifood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,3.92639976,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,115,125,NA,NA,42,240,240,2.4,3.5999999999999996,6,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Thay Kan Gwa Son,org_8004,org_2690,Gaung Gyi,2022-01-01,MMR012010066,NA,MMR012010
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Thay Kan Gwa Son,Gwa Son (Muslim),NA,NA,"Thay Kan Gwa SonGwa Son (Muslim)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,20.94079872,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,614,666,NA,NA,225,1280,1280,12.8,19.2,32,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Thay Kan Gwa Son,org_8004,org_2690,Gwa Son (Muslim),2022-01-01,MMR012010066,NA,MMR012010
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Thay Kan Gwa Son,Gwa Son (Rakhine),NA,NA,"Thay Kan Gwa SonGwa Son (Rakhine)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,11.533799295,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,338,367,NA,NA,124,705,705,7.05,10.575,17.625,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Thay Kan Gwa Son,org_8004,org_2690,Gwa Son (Rakhine),2022-01-01,MMR012010066,NA,MMR012010
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Thay Kan Gwa Son,Maws Taw Hpi,NA,NA,"Thay Kan Gwa SonMaws Taw Hpifood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,25.521598440000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,749,811,NA,NA,274,1560,1560,15.6,23.4,39,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Thay Kan Gwa Son,org_8004,org_2690,Maws Taw Hpi,2022-01-01,MMR012010066,NA,MMR012010
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Thay Kan Gwa Son,Wet Ma Kya,NA,NA,"Thay Kan Gwa SonWet Ma Kyafood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,31.41119808,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,922,998,NA,NA,337,1920,1920,19.2,28.799999999999997,48,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Thay Kan Gwa Son,org_8004,org_2690,Wet Ma Kya,2022-01-01,MMR012010066,NA,MMR012010
January 2022,NA,UN agency,INGO,Rakhine,Buthidaung,U Hla Hpay,Khe War,NA,NA,"U Hla HpayKhe Warfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,4.08999975,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,120,130,NA,NA,44,250,250,2.5,3.75,6.25,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-U Hla Hpay,org_5677,org_2690,Khe War,2022-01-01,MMR012010044,NA,MMR012010
